pm10,temp,bp,rh,ws,co,o3,nox,so2,pm2.5
0.2711,0.7,0.9655,0.2048,0.4815,0.073,0.1518,0.0562,0.1191,121
0.2711,0.7,0.9655,0.1807,0.5185,0.068,0.1683,0.0496,0.1196,121
0.2711,0.8,0.9655,0.1807,0.5,0.063,0.1906,0.0442,0.1096,121
0.2242,0.8,0.9655,0.1687,0.4259,0.063,0.1939,0.0474,0.1131,89
0.2242,0.8,0.9655,0.1446,0.4444,0.072,0.2273,0.046,0.1071,89
0.2242,0.8,0.9655,0.1566,0.3704,0.085,0.2239,0.0488,0.079,89
0.2242,0.8,0.9655,0.1325,0.3333,0.08,0.2376,0.0474,0.1101,89
0.2013,0.5,0.9655,0.1084,0.4815,0.056,0.2815,0.0428,0.1136,83
0.2013,0.2,0.9655,0.1084,0.5741,0.056,0.3001,0.0368,0.1116,83
0.2013,0.2,0.9655,0.1084,0.4259,0.069,0.2939,0.037,0.1156,83
0.2013,0.3,0.9655,0.0964,0.4815,0.074,0.3154,0.0382,0.1146,83
0.1668,0.3,0.9655,0.0964,0.537,0.074,0.3323,0.0376,0.1101,63
0.1668,0.3,0.9655,0.0843,0.4815,0.062,0.3367,0.032,0.1071,63
0.1668,0.3,0.9655,0.0723,0.4815,0.06,0.3519,0.0358,0.079,63
0.1668,0.3,0.9655,0.0964,0.5185,0.061,0.3558,0.0362,0.1031,63
0.1564,0.3,0.9655,0.0964,0.3519,0.065,0.3328,0.0352,0.1016,55
0.1564,0.3,0.9655,0.0964,0.5,0.086,0.3325,0.0318,0.1051,55
0.1564,0.3,0.9655,0.1084,0.5556,0.086,0.3496,0.0292,0.1021,55
0.1564,0.35,0.9655,0.0843,0.4815,0.077,0.4163,0.0286,0.0951,55
0.147,0.4,0.9655,0.0602,0.4444,0.077,0.4315,0.0288,0.0876,54
0.147,0.4,0.9655,0.0723,0.3889,0.062,0.4246,0.0308,0.0971,54
0.147,0.3,0.9655,0.0964,0.4815,0.058,0.3658,0.0428,0.079,54
0.147,0.35,0.9655,0.1205,0.4815,0.066,0.3289,0.0418,0.1196,54
0.1533,0.45,0.9655,0.1446,0.4259,0.082,0.246,0.0468,0.1316,56
0.1533,0.6,0.9655,0.1446,0.3148,0.092,0.2322,0.0508,0.1311,56
0.1533,0.7,0.9655,0.1325,0.3704,0.098,0.2363,0.0582,0.1431,56
0.1533,0.75,0.9655,0.1325,0.2222,0.111,0.2071,0.064,0.1436,56
0.1679,0.8,0.9655,0.1566,0.1111,0.111,0.1511,0.0728,0.1351,66
0.1679,0.8,0.931,0.1566,0.1481,0.104,0.1342,0.0762,0.1141,66
0.1679,0.8,0.931,0.1807,0.037,0.115,0.1013,0.0762,0.079,66
0.1679,0.8,0.931,0.2048,0.037,0.143,0.0633,0.0998,0.1011,66
0.2086,0.8,0.931,0.253,0.0185,0.206,0.0278,0.1604,0.0891,77
0.2086,0.8,0.931,0.253,0.037,0.223,0.0208,0.1794,0.0851,77
0.2086,0.8,0.931,0.3012,0.0185,0.274,0.0217,0.1882,0.0786,77
0.2086,0.8,0.931,0.3253,0,0.305,0.0266,0.2184,0.0746,77
0.2388,0.8,0.931,0.3494,0,0.305,0.0243,0.2298,0.0696,91
0.2388,0.8,0.931,0.3735,0.0185,0.36,0.0321,0.2412,0.0631,91
0.2388,0.8,0.931,0.3976,0.037,0.427,0.0335,0.3096,0.079,91
0.2388,0.8,0.931,0.4217,0,0.499,0.0322,0.3574,0.0586,91
0.4296,0.7,0.931,0.4699,0,0.508,0.027,0.352,0.0516,166
0.4296,0.5,0.931,0.5181,0,0.63,0.0349,0.4386,0.0526,166
0.4296,0.55,0.931,0.5663,0,0.881,0.0333,0.6768,0.0626,166
0.4296,0.5,0.931,0.5301,0.0556,0.957,0.0373,0.7542,0.0731,166
0.5078,0.5,0.931,0.5663,0,0.957,0.0403,0.6546,0.0661,223
0.5078,0.5,0.931,0.5904,0,0.781,0.0442,0.6634,0.0646,223
0.5078,0.5,0.931,0.5904,0,0.78,0.0468,0.6598,0.079,223
0.5078,0.5,0.931,0.6145,0,0.79,0.0518,0.6604,0.0541,223
0.635,0.5,0.931,0.6265,0,0.846,0.0686,0.6922,0.036,267
0.635,0.6,0.931,0.6265,0,0.001,0.0819,0.9048,0.0475,267
0.635,0.6,0.931,0.6386,0,0.907,0.087,0.7668,0.0425,267
0.635,0.6,0.931,0.6627,0,0.878,0.0927,0.7286,0.0365,267
0.5766,0.6,0.931,0.6747,0,0.878,0.0888,0.6444,0.028,266
0.5766,0.6,0.931,0.6867,0,0.884,0.1009,0.646,0.027,266
0.5766,0.6,0.931,0.6988,0,0.926,0.1153,0.6432,0.079,266
0.5766,0.6,0.931,0.6627,0,0.957,0.132,0.6584,0.0335,266
0.5589,0.7,0.931,0.6627,0.037,0.847,0.1293,0.6372,0.037,311
0.5589,0.7,0.931,0.6867,0,0.919,0.1374,0.6226,0.036,311
0.5589,0.7,0.8966,0.6867,0,0.798,0.1335,0.6288,0.0405,311
0.5589,0.8,0.8966,0.6747,0,0.676,0.1338,0.5988,0.034,311
0.5996,0.8,0.8966,0.6988,0,0.676,0.1312,0.555,0.0275,363
0.5996,0.8,0.8966,0.7349,0,0.609,0.1442,0.545,0.031,363
0.5996,0.8,0.8966,0.6988,0,0.572,0.1559,0.5452,0.079,363
0.5996,0.8,0.8966,0.7229,0,0.544,0.2005,0.5488,0.0285,363
0.4161,0.75,0.8966,0.7349,0,0.502,0.2525,0.5402,0.0235,244
0.4161,0.75,0.8966,0.747,0,0.537,0.2994,0.5408,0.0425,244
0.4161,0.7,0.8966,0.747,0,0.519,0.3364,0.5424,0.0511,244
0.4161,0.7,0.8966,0.759,0,0.477,0.3493,0.5286,0.0435,244
0.4463,0.75,0.8966,0.759,0,0.477,0.3359,0.5038,0.035,289
0.4463,0.7,0.8966,0.7349,0,0.44,0.3078,0.4754,0.0335,289
0.4463,0.7,0.8966,0.7831,0,0.434,0.2988,0.4658,0.079,289
0.4463,0.7,0.8966,0.747,0,0.394,0.3305,0.4526,0.0375,289
0.3639,0.7,0.8966,0.6747,0,0.282,0.313,0.3814,0.026,216
0.3639,0.5,0.8966,0.6988,0,0.214,0.2829,0.333,0.018,216
0.3639,0.6,0.8966,0.6988,0,0.206,0.2466,0.3108,0.0165,216
0.3639,0.6,0.8966,0.7229,0.037,0.215,0.247,0.2906,0.0115,216
0.341,0.6,0.8966,0.7108,0,0.215,0.2369,0.272,0.0085,185
0.341,0.6,0.8966,0.7349,0,0.206,0.2254,0.258,0.0055,185
0.341,0.6,0.8966,0.7229,0.0185,0.22,0.2393,0.2502,0.079,185
0.341,0.6,0.8966,0.7108,0.037,0.255,0.2435,0.2796,0.013,185
0.365,0.6,0.8966,0.6867,0.0556,0.29,0.2583,0.3848,0.028,191
0.6945,0.6,0.931,0.4699,0.1111,0.29,0.1151,0.5954,0.079,255
0.6945,0.6,0.9655,0.4458,0.1481,0.269,0.1151,0.4214,0.1106,255
0.6945,0.6,0.9655,0.4217,0.1481,0.282,0.1151,0.3994,0.079,255
0.6945,0.5,0.9655,0.3494,0.2222,0.142,0.1151,0.2052,0.1877,255
0.5328,0.6,0.9655,0.3253,0.2778,0.093,0.0438,0.1324,0.1877,234
0.5328,0.7,0.9655,0.3133,0.3704,0.058,0.0473,0.0938,0.1672,234
0.5328,0.7,0.9655,0.3133,0.3704,0.068,0.046,0.0908,0.1532,234
0.5328,0.7,0.9655,0.3012,0.3519,0.085,0.051,0.1032,0.1542,234
0.3003,0.75,0.9655,0.3012,0.3148,0.085,0.0583,0.1004,0.1496,138
0.3003,0.75,0.9655,0.2771,0.5926,0.074,0.0611,0.068,0.1426,138
0.3003,0.75,0.9655,0.2651,0.5,0.079,0.0589,0.0546,0.079,138
0.3003,0.75,0.9655,0.2651,0.3704,0.072,0.0581,0.0474,0.1456,138
0.2148,0.75,0.9655,0.2651,0.3519,0.08,0.0641,0.0518,0.1572,102
0.2148,0.7,0.9655,0.253,0.4074,0.077,0.0642,0.054,0.1732,102
0.2148,0.75,0.9655,0.241,0.4074,0.069,0.0614,0.0514,0.1807,102
0.2148,0.8,0.9655,0.1928,0.4444,0.054,0.0621,0.0462,0.1692,102
0.22,0.8,0.9655,0.1807,0.3148,0.054,0.0619,0.0424,0.1582,93
0.22,0.8,0.9655,0.1928,0.3148,0.068,0.0654,0.039,0.1502,93
0.22,0.8,0.9655,0.2289,0.3889,0.076,0.065,0.0432,0.079,93
0.22,0.8,0.9655,0.1807,0.4259,0.07,0.0589,0.0412,0.1476,93
0.2138,0.7,0.9655,0.1807,0.4074,0.061,0.0658,0.0332,0.1441,76
0.2138,0.4,0.9655,0.1928,0.537,0.049,0.064,0.031,0.1451,76
0.2138,0.3,0.9655,0.2289,0.3704,0.049,0.0662,0.0322,0.1502,76
0.2138,0.3,0.9655,0.2289,0.537,0.071,0.0606,0.0312,0.1517,76
0.2555,0.3,0.9655,0.2289,0.5,0.071,0.0603,0.0346,0.1486,83
0.2555,0.3,0.9655,0.253,0.4259,0.074,0.0576,0.0336,0.1481,83
0.2555,0.35,0.9655,0.253,0.4074,0.08,0.0603,0.0352,0.079,83
0.2555,0.4,0.9655,0.2651,0.4444,0.08,0.0612,0.0336,0.1446,83
0.2096,0.4,0.9655,0.2771,0.4074,0.088,0.0662,0.0342,0.1441,81
0.2096,0.45,0.9655,0.2771,0.3889,0.092,0.073,0.0352,0.1386,81
0.2096,0.4,0.9655,0.2771,0.5185,0.085,0.0757,0.0344,0.1391,81
0.2096,0.35,0.9655,0.2892,0.5185,0.078,0.0764,0.0284,0.1431,81
0.2357,0.3,0.9655,0.2892,0.537,0.078,0.0809,0.0288,0.1426,80
0.2357,0.3,0.9655,0.3133,0.4444,0.076,0.0822,0.0254,0.1421,80
0.2357,0.3,0.9655,0.3494,0.3889,0.084,0.1007,0.0286,0.079,80
0.2357,0.4,0.9655,0.3735,0.463,0.089,0.1184,0.0314,0.1391,80
0.2148,0.4,0.9655,0.3976,0.3519,0.1,0.1372,0.034,0.1286,83
0.2148,0.6,0.9655,0.3976,0.2963,0.112,0.129,0.0356,0.1211,83
0.2148,0.7,0.9655,0.4096,0.3333,0.117,0.1198,0.034,0.1131,83
0.2148,0.7,0.9655,0.4096,0.3704,0.117,0.105,0.0306,0.1021,83
0.2023,0.8,0.9655,0.4217,0.4259,0.117,0.0957,0.0332,0.0891,82
0.2023,0.8,0.931,0.4337,0.3704,0.084,0.0873,0.0322,0.0861,82
0.2023,0.8,0.931,0.4337,0.2963,0.087,0.0752,0.035,0.079,82
0.2023,0.8,0.931,0.4458,0.2778,0.1,0.0785,0.0398,0.0766,82
0.2377,0.8,0.931,0.4578,0.2963,0.108,0.0787,0.045,0.0691,86
0.2377,0.8,0.931,0.4819,0.3333,0.112,0.0781,0.0452,0.0656,86
0.2377,0.8,0.931,0.506,0.3704,0.118,0.0799,0.0456,0.0646,86
0.2377,0.8,0.931,0.5181,0.4074,0.125,0.082,0.0534,0.0651,86
0.2795,0.8,0.931,0.5181,0.4259,0.125,0.0737,0.0578,0.0666,132
0.2795,0.8,0.931,0.506,0.3519,0.121,0.0721,0.0616,0.0636,132
0.2795,0.8,0.931,0.494,0.4259,0.11,0.0684,0.0594,0.079,132
0.2795,0.8,0.931,0.494,0.463,0.101,0.0701,0.0558,0.0606,132
0.2586,0.8,0.931,0.494,0.4074,0.097,0.0687,0.0552,0.0696,131
0.2586,0.5,0.931,0.4819,0.3704,0.073,0.0675,0.0522,0.0706,131
0.2586,0.5,0.931,0.4699,0.5556,0.072,0.0729,0.0504,0.0736,131
0.2586,0.5,0.931,0.4699,0.5,0.071,0.0728,0.0504,0.0766,131
0.2284,0.5,0.931,0.4819,0.4815,0.071,0.0692,0.0566,0.0731,111
0.2284,0.5,0.931,0.4819,0.3333,0.087,0.0648,0.061,0.0726,111
0.2284,0.5,0.931,0.494,0.2593,0.09,0.0665,0.0578,0.079,111
0.2284,0.5,0.931,0.4819,0.2037,0.095,0.069,0.055,0.0651,111
0.2252,0.5,0.931,0.4819,0.2037,0.095,0.0737,0.0534,0.0521,112
0.2252,0.5,0.931,0.494,0.2037,0.09,0.0773,0.052,0.0501,112
0.2252,0.5,0.931,0.494,0.2037,0.087,0.0781,0.049,0.0501,112
0.2252,0.5,0.931,0.4699,0.2963,0.072,0.0983,0.0426,0.0495,112
0.196,0.5,0.931,0.4699,0.2593,0.072,0.1058,0.0338,0.0475,108
0.196,0.5,0.931,0.4217,0.3889,0.069,0.1107,0.0282,0.0501,108
0.196,0.5,0.931,0.3976,0.2407,0.064,0.1131,0.0206,0.079,108
0.196,0.5,0.931,0.3855,0.2222,0.062,0.1096,0.0256,0.0501,108
0.1648,0.5,0.931,0.3494,0.3148,0.057,0.1202,0.027,0.046,95
0.1648,0.65,0.931,0.3494,0.3889,0.064,0.1395,0.0254,0.0435,95
0.1648,0.7,0.931,0.4096,0.4074,0.077,0.1517,0.0242,0.0405,95
0.1648,0.8,0.931,0.4458,0.3333,0.082,0.1478,0.0254,0.0405,95
0.1689,0.8,0.931,0.4699,0.4259,0.082,0.1513,0.024,0.0405,96
0.1689,0.8,0.931,0.4819,0.5185,0.077,0.1495,0.0256,0.038,96
0.1689,0.8,0.931,0.494,0.5556,0.078,0.1495,0.0252,0.079,96
0.1689,0.8,0.931,0.5301,0.4815,0.079,0.1394,0.0236,0.043,96
0.1856,0.8,0.931,0.5301,0.4259,0.079,0.1331,0.0246,0.0546,103
0.1856,0.8,0.931,0.5422,0.2407,0.08,0.1269,0.0254,0.0546,103
0.1856,0.8,0.931,0.5422,0.1852,0.081,0.1172,0.0236,0.0495,103
0.1856,0.8,0.931,0.5542,0.2222,0.084,0.1107,0.026,0.048,103
0.1762,0.8,0.931,0.5663,0.2593,0.084,0.1093,0.0294,0.0465,111
0.1762,0.8,0.931,0.5663,0.2963,0.081,0.1024,0.0288,0.0475,111
0.1762,0.8,0.931,0.5542,0.2963,0.08,0.1103,0.0282,0.079,111
0.1762,0.8,0.931,0.5783,0.1852,0.082,0.1098,0.0266,0.045,111
0.1731,0.8,0.931,0.6024,0.1667,0.086,0.1042,0.025,0.037,115
0.1731,0.55,0.931,0.6145,0.2407,0.073,0.0987,0.026,0.033,115
0.1731,0.5,0.931,0.5904,0.3148,0.072,0.0926,0.0298,0.0335,115
0.1731,0.6,0.931,0.5783,0.3333,0.072,0.0979,0.0282,0.0345,115
0.1929,0.6,0.931,0.5904,0.3519,0.072,0.0969,0.0286,0.0335,134
0.1929,0.5,0.931,0.6145,0.2037,0.086,0.0951,0.0304,0.0335,134
0.1929,0.5,0.931,0.6024,0.3333,0.09,0.0969,0.034,0.079,134
0.1929,0.5,0.931,0.6145,0.2778,0.093,0.0953,0.0344,0.0335,134
0.1971,0.5,0.931,0.6024,0.3148,0.097,0.0871,0.0384,0.034,129
0.2221,0.5,0.931,0.6024,0.3333,0.097,0.0854,0.0852,0.079,132
0.2221,0.5,0.931,0.5783,0.4074,0.111,0.0854,0.0462,0.047,132
0.2221,0.5,0.931,0.5422,0.4259,0.106,0.0854,0.0468,0.079,132
0.2221,0.5,0.9655,0.5181,0.3148,0.103,0.0854,0.0464,0.0581,132
0.2377,0.45,0.9655,0.506,0.3889,0.101,0.0718,0.0456,0.0591,133
0.2377,0.55,0.9655,0.4819,0.4815,0.102,0.093,0.0452,0.0691,133
0.2377,0.6,0.9655,0.4699,0.5556,0.104,0.1124,0.0422,0.0711,133
0.2377,0.7,0.9655,0.4458,0.5,0.111,0.1318,0.0412,0.0716,133
0.2503,0.7,0.9655,0.4458,0.4815,0.111,0.1385,0.041,0.0781,122
0.2503,0.75,0.9655,0.4337,0.5,0.096,0.1446,0.0402,0.0831,122
0.2503,0.8,0.9655,0.4096,0.4259,0.096,0.1404,0.0392,0.079,122
0.2503,0.8,0.9655,0.3855,0.463,0.088,0.1322,0.0398,0.0986,122
0.2513,0.75,0.9655,0.3735,0.6296,0.077,0.1204,0.039,0.1281,108
0.2513,0.75,0.9655,0.3494,0.6111,0.071,0.1252,0.0278,0.1191,108
0.2513,0.75,0.9655,0.3373,0.5185,0.071,0.1245,0.0276,0.1171,108
0.2513,0.75,0.9655,0.3133,0.5741,0.066,0.1195,0.0274,0.1166,108
0.3577,0.75,0.9655,0.3012,0.6852,0.066,0.1164,0.0252,0.1201,84
0.3577,0.75,0.9655,0.2892,0.6296,0.065,0.1113,0.0254,0.1186,84
0.3577,0.75,0.9655,0.2892,0.6296,0.063,0.1162,0.0252,0.079,84
0.3577,0.8,0.9655,0.2771,0.6111,0.066,0.1139,0.0316,0.1131,84
0.3253,0.75,0.9655,0.2892,0.6852,0.066,0.1134,0.0342,0.1176,74
0.3253,0.5,0.9655,0.2771,0.6481,0.048,0.1137,0.0288,0.1166,74
0.3253,0.2,0.9655,0.2771,0.7222,0.048,0.113,0.0278,0.1136,74
0.3253,0.2,0.9655,0.2651,0.6481,0.06,0.1116,0.0274,0.1146,74
0.2888,0.25,0.9655,0.2651,0.6667,0.06,0.1097,0.0278,0.1106,69
0.2888,0.3,0.9655,0.2771,0.5926,0.068,0.1068,0.0242,0.1111,69
0.2888,0.25,0.9655,0.2771,0.5,0.07,0.1007,0.023,0.079,69
0.2888,0.3,0.9655,0.2892,0.7037,0.07,0.1098,0.0266,0.1091,69
0.2388,0.3,0.9655,0.2651,0.7037,0.061,0.1122,0.023,0.1046,71
0.2388,0.3,0.9655,0.2651,0.6296,0.06,0.1172,0.0222,0.0996,71
0.2388,0.3,0.9655,0.2771,0.6481,0.07,0.1187,0.0234,0.1026,71
0.2388,0.3,0.9655,0.2771,0.537,0.07,0.1243,0.0262,0.1016,71
0.2336,0.3,0.9655,0.2651,0.7222,0.07,0.1349,0.019,0.0991,60
0.2336,0.4,0.9655,0.2771,0.6296,0.073,0.143,0.018,0.0961,60
0.2336,0.4,0.9655,0.2651,0.5926,0.068,0.1493,0.0196,0.079,60
0.2336,0.2,0.9655,0.3012,0.6111,0.045,0.1518,0.0194,0.0926,60
0.1783,0.2,0.9655,0.3253,0.5926,0.046,0.1399,0.025,0.0911,56
0.1783,0.4,0.9655,0.3614,0.5185,0.07,0.1299,0.0218,0.0906,56
0.1783,0.6,0.9655,0.3735,0.5926,0.087,0.1345,0.0244,0.0861,56
0.1783,0.7,0.9655,0.3976,0.3519,0.087,0.1284,0.0288,0.0851,56
0.1919,0.7,0.9655,0.4096,0.4815,0.087,0.1305,0.0304,0.0856,75
0.1919,0.75,0.931,0.4337,0.4074,0.079,0.1347,0.025,0.0811,75
0.1919,0.8,0.931,0.4458,0.3333,0.087,0.1275,0.0306,0.079,75
0.1919,0.8,0.931,0.4699,0.3704,0.09,0.1209,0.039,0.0691,75
0.2148,0.8,0.931,0.4819,0.4444,0.029,0.1212,0.0338,0.0626,87
0.2148,0.8,0.931,0.494,0.463,0.032,0.1228,0.0344,0.0596,87
0.2148,0.8,0.931,0.506,0.4074,0.037,0.1277,0.0338,0.0581,87
0.2148,0.8,0.931,0.5181,0.4815,0.04,0.1333,0.0368,0.0531,87
0.2304,0.8,0.931,0.5301,0.4815,0.04,0.1354,0.0384,0.0551,114
0.2304,0.8,0.931,0.5422,0.537,0.09,0.1356,0.0366,0.0541,114
0.2304,0.8,0.931,0.5542,0.6296,0.097,0.1482,0.0298,0.079,114
0.2304,0.8,0.931,0.5663,0.5926,0.101,0.1479,0.0298,0.0576,114
0.2357,0.8,0.931,0.5783,0.6667,0.097,0.1532,0.0306,0.0631,132
0.2357,0.6,0.931,0.5783,0.463,0.089,0.1503,0.03,0.0626,132
0.2357,0.2,0.931,0.6024,0.6296,0.089,0.1381,0.0326,0.0666,132
0.2357,0.3,0.931,0.6024,0.6296,0.101,0.1315,0.0314,0.0706,132
0.2534,0.3,0.931,0.6024,0.4259,0.101,0.1209,0.0288,0.0706,139
0.2534,0.3,0.931,0.6024,0.4444,0.103,0.1072,0.0282,0.0701,139
0.2534,0.3,0.931,0.5904,0.3889,0.101,0.0998,0.026,0.079,139
0.2534,0.3,0.9655,0.6024,0.3889,0.109,0.0973,0.0278,0.0706,139
0.2304,0.3,0.9655,0.6145,0.2407,0.116,0.0777,0.047,0.0616,137
0.2304,0.4,0.9655,0.7349,0.2407,0.129,0.1006,0.0498,0.0581,137
0.2304,0.3,0.931,0.7952,0.2593,0.127,0.2832,0.0596,0.0606,137
0.2304,0.3,0.931,0.7952,0.1852,0.129,0.2553,0.0528,0.0671,137
0.2086,0.4,0.931,0.8313,0.6111,0.129,0.1032,0.0682,0.0696,139
0.2086,0.2,0.931,0.8072,0.6111,0.101,0.0077,0.0576,0.0676,139
0.2086,0.3,0.931,0.7952,0.3333,0.098,0.0077,0.0356,0.079,139
0.2086,0.4,0.931,0.7952,0.4259,0.104,0.0491,0.034,0.0651,139
0.171,0.35,0.931,0.7831,0.4815,0.094,0.0801,0.0308,0.0571,130
0.171,0.5,0.931,0.7831,0.4074,0.103,0.106,0.026,0.0531,130
0.171,0.6,0.931,0.7831,0.3333,0.117,0.1286,0.0242,0.0516,130
0.171,0.7,0.931,0.7711,0.3704,0.125,0.1629,0.026,0.0531,130
0.146,0.7,0.931,0.7952,0.3333,0.125,0.1529,0.0256,0.0606,120
0.146,0.8,0.931,0.7831,0.2963,0.082,0.1466,0.0266,0.0576,120
0.146,0.8,0.931,0.7831,0.3333,0.08,0.1805,0.0268,0.079,120
0.146,0.8,0.931,0.7831,0.6481,0.077,0.1986,0.0316,0.0506,120
0.1418,0.8,0.931,0.747,0.6852,0.064,0.1399,0.0294,0.045,113
0.1418,0.8,0.931,0.6988,0.5926,0.053,0.138,0.0206,0.0455,113
0.1418,0.8,0.931,0.6627,0.4074,0.05,0.1475,0.0176,0.0485,113
0.1418,0.8,0.931,0.6386,0.4815,0.049,0.1582,0.0152,0.045,113
0.1011,0.8,0.931,0.6627,0.4815,0.049,0.1559,0.0224,0.042,73
0.1011,0.8,0.931,0.7229,0.5,0.048,0.1553,0.0196,0.034,73
0.1011,0.8,0.931,0.7349,0.537,0.052,0.147,0.0196,0.079,73
0.1011,0.8,0.931,0.7349,0.4815,0.052,0.1446,0.01,0.034,73
0.0813,0.8,0.931,0.747,0.5741,0.052,0.148,0.017,0.037,64
0.0813,0.6,0.931,0.7349,0.7778,0.042,0.1472,0.0178,0.041,64
0.0813,0.3,0.931,0.7349,0.7778,0.024,0.1492,0.0182,0.0415,64
0.0813,0.4,0.931,0.6988,0.7778,0.023,0.1611,0.017,0.0435,64
0.0772,0.4,0.931,0.7108,0.7778,0.023,0.1749,0.0154,0.0425,51
0.0772,0.4,0.931,0.747,0.8148,0.033,0.1875,0.0116,0.0405,51
0.0772,0.4,0.931,0.7711,0.7222,0.034,0.1899,0.0082,0.079,51
0.0772,0.4,0.931,0.7952,0.8333,0.034,0.1894,0.0126,0.0385,51
0.0428,0.5,0.931,0.8072,0.8148,0.037,0.1782,0.0122,0.035,27
0.0375,0.4,0.931,0.7831,0.8704,0.037,0.1398,0.0536,0.079,23
0.0375,0.3,0.931,0.759,0.7037,0.041,0.1398,0.017,0.0335,23
0.0375,0.4,0.931,0.7349,0.7222,0.054,0.1398,0.0168,0.079,23
0.0375,0.5,0.931,0.7229,0.7222,0.058,0.1398,0.0184,0.0385,23
0.049,0.4,0.931,0.7229,0.7593,0.061,0.0902,0.0172,0.0435,38
0.049,0.4,0.9655,0.6988,0.6667,0.062,0.0983,0.0198,0.0455,38
0.049,0.6,0.9655,0.6867,0.7593,0.08,0.1021,0.0218,0.049,38
0.049,0.7,0.9655,0.6867,0.7037,0.086,0.125,0.0258,0.0435,38
0.0647,0.7,0.9655,0.6747,0.6296,0.086,0.1385,0.0286,0.047,37
0.0647,0.8,0.9655,0.6747,0.6852,0.064,0.1283,0.0282,0.049,37
0.0647,0.8,0.9655,0.6506,0.7778,0.058,0.1489,0.0238,0.079,37
0.0647,0.8,0.9655,0.6386,0.7963,0.058,0.1601,0.0232,0.047,37
0.073,0.8,0.9655,0.6265,0.7963,0.06,0.1793,0.0202,0.0516,42
0.073,0.8,0.9655,0.6145,0.7407,0.057,0.2201,0.026,0.0521,42
0.073,0.8,0.9655,0.6024,0.9074,0.055,0.239,0.0286,0.0556,42
0.073,0.8,0.9655,0.6145,0.7778,0.061,0.2146,0.0274,0.0586,42
0.0834,0.8,0.9655,0.6386,0.7407,0.061,0.1899,0.0304,0.0551,33
0.0834,0.8,0.9655,0.6386,0.6481,0.065,0.1693,0.033,0.0506,33
0.0834,0.8,0.9655,0.6506,0.8148,0.061,0.1417,0.03,0.079,33
0.0834,0.8,0.9655,0.6386,0.963,0.057,0.1619,0.0278,0.0455,33
0.0594,0.8,0.9655,0.6265,0.8519,0.054,0.1758,0.027,0.047,34
0.0594,0.7,0.9655,0.6265,0.8333,0.049,0.1627,0.0248,0.045,34
0.0594,0.3,0.9655,0.6386,0.6852,0.022,0.1352,0.0242,0.0435,34
0.0594,0.3,0.9655,0.6506,0.6667,0.058,0.1295,0.0272,0.043,34
0.0407,0.35,0.9655,0.6386,0.8519,0.058,0.1315,0.028,0.043,11
0.0407,0.35,0.9655,0.6386,0.6852,0.066,0.1351,0.0262,0.0425,11
0.0407,0.35,0.931,0.6506,0.6667,0.071,0.1254,0.0296,0.079,11
0.0407,0.4,0.931,0.6506,0.5926,0.066,0.1272,0.0298,0.0425,11
0.0365,0.4,0.931,0.6627,0.6852,0.065,0.1306,0.0284,0.04,13
0.0365,0.4,0.931,0.6627,0.6296,0.071,0.127,0.032,0.0395,13
0.0365,0.35,0.931,0.6747,0.6481,0.071,0.1262,0.0342,0.0425,13
0.0365,0.4,0.931,0.7349,0.5185,0.076,0.1263,0.034,0.0395,13
0.0407,0.3,0.931,0.7349,0.5,0.076,0.128,0.0362,0.038,22
0.0407,0.3,0.931,0.7229,0.6111,0.07,0.1368,0.0358,0.0405,22
0.0407,0.4,0.931,0.7108,0.6111,0.082,0.1344,0.0342,0.079,22
0.0407,0.5,0.931,0.6988,0.7963,0.082,0.1398,0.0326,0.0405,22
0.0396,0.5,0.931,0.6867,0.7222,0.076,0.1523,0.0318,0.0395,25
0.0396,0.5,0.931,0.6747,0.5741,0.076,0.1544,0.0292,0.0365,25
0.0396,0.6,0.931,0.6867,0.4815,0.094,0.1493,0.0338,0.0365,25
0.0396,0.7,0.931,0.6988,0.463,0.094,0.1514,0.0336,0.0375,25
0.0355,0.7,0.931,0.7108,0.4815,0.094,0.1443,0.0312,0.0465,16
0.0355,0.7,0.931,0.7229,0.4259,0.061,0.1328,0.0314,0.0531,16
0.0355,0.7,0.931,0.7229,0.3333,0.088,0.1024,0.0402,0.079,16
0.0355,0.75,0.931,0.7108,0.3519,0.12,0.0734,0.0744,0.048,16
0.0542,0.75,0.931,0.7229,0.4259,0.108,0.0813,0.068,0.0395,27
0.0542,0.75,0.931,0.7349,0.3889,0.112,0.0791,0.0646,0.0355,27
0.0542,0.75,0.931,0.7349,0.4074,0.098,0.0823,0.0574,0.0335,27
0.0542,0.8,0.931,0.747,0.2778,0.11,0.0717,0.0646,0.03,27
0.0782,0.8,0.931,0.747,0.3333,0.11,0.0582,0.0874,0.0305,40
0.0782,0.8,0.931,0.7349,0.3333,0.132,0.0609,0.0792,0.027,40
0.0782,0.8,0.931,0.7229,0.4259,0.119,0.0615,0.0704,0.079,40
0.0782,0.8,0.9655,0.7229,0.4074,0.097,0.0738,0.0588,0.031,40
0.0772,0.8,0.9655,0.747,0.2963,0.095,0.0877,0.0508,0.03,34
0.0772,0.7,0.9655,0.759,0.2037,0.101,0.0722,0.0562,0.028,34
0.0772,0.4,0.931,0.7711,0.3704,0.068,0.074,0.0588,0.03,34
0.0772,0.4,0.931,0.7831,0.2407,0.084,0.0725,0.0602,0.0325,34
