pm10,temp,bp,rh,ws,co,o3,nox,so2
0.243,0.333,0.966,0.602,0.389,0.108,0.097,0.02,0.071
0.22,0.333,0.966,0.614,0.241,0.115,0.078,0.04,0.062
0.22,0.444,0.966,0.735,0.241,0.128,0.101,0.042,0.058
0.22,0.333,0.931,0.795,0.259,0.126,0.283,0.052,0.061
0.22,0.333,0.931,0.795,0.185,0.128,0.255,0.046,0.067
0.198,0.444,0.931,0.831,0.611,0.095,0.103,0.061,0.07
0.198,0.222,0.931,0.807,0.611,0.1,0.008,0.05,0.068
0.198,0.444,0.931,0.795,0.426,0.103,0.049,0.026,0.065
0.16,0.389,0.931,0.783,0.481,0.093,0.08,0.023,0.057
0.16,0.556,0.931,0.783,0.407,0.102,0.106,0.018,0.053
0.16,0.667,0.931,0.783,0.333,0.116,0.128,0.016,0.052
0.16,0.778,0.931,0.771,0.37,0.124,0.163,0.018,0.053
0.134,0.778,0.931,0.795,0.333,0.122,0.153,0.018,0.061
0.134,0.889,0.931,0.783,0.296,0.081,0.146,0.019,0.058
0.134,0.889,0.931,0.783,0.333,0.079,0.18,0.019,0.078
0.134,0.889,0.931,0.783,0.648,0.076,0.198,0.024,0.051
0.13,0.889,0.931,0.747,0.685,0.063,0.14,0.022,0.045
0.13,0.889,0.931,0.699,0.593,0.052,0.138,0.013,0.046
0.13,0.889,0.931,0.663,0.407,0.049,0.147,0.01,0.049
0.13,0.889,0.931,0.639,0.481,0.048,0.158,0.007,0.045
0.089,0.889,0.931,0.663,0.481,0.123,0.156,0.015,0.042
0.089,0.889,0.931,0.723,0.5,0.047,0.155,0.012,0.034
0.089,0.889,0.931,0.735,0.537,0.051,0.147,0.012,0.078
0.089,0.889,0.931,0.735,0.481,0.051,0.145,0.002,0.034
0.069,0.889,0.931,0.747,0.574,0.051,0.148,0.009,0.037
0.069,0.667,0.931,0.735,0.778,0.041,0.147,0.01,0.041
0.069,0.333,0.931,0.735,0.778,0.023,0.149,0.01,0.042
0.069,0.444,0.931,0.699,0.778,0.022,0.161,0.009,0.044
0.064,0.444,0.931,0.711,0.778,0.095,0.175,0.008,0.043
0.064,0.444,0.931,0.747,0.815,0.032,0.187,0.004,0.041
0.064,0.444,0.931,0.771,0.722,0.033,0.19,0.0,0.078
0.064,0.444,0.931,0.795,0.833,0.033,0.189,0.005,0.039
0.03,0.556,0.931,0.807,0.815,0.036,0.178,0.004,0.035
0.024,0.333,0.931,0.759,0.704,0.04,0.166,0.009,0.034
0.024,0.556,0.931,0.723,0.722,0.057,0.166,0.011,0.039
0.036,0.444,0.931,0.723,0.759,0.06,0.09,0.009,0.044
0.036,0.444,0.966,0.699,0.667,0.061,0.098,0.012,0.046
0.036,0.667,0.966,0.687,0.759,0.079,0.102,0.014,0.049
0.036,0.778,0.966,0.687,0.704,0.085,0.125,0.018,0.044
0.052,0.778,0.966,0.675,0.63,0.122,0.138,0.021,0.047
0.052,0.889,0.966,0.675,0.685,0.063,0.128,0.021,0.049
0.052,0.889,0.966,0.651,0.778,0.057,0.149,0.016,0.078
0.052,0.889,0.966,0.639,0.796,0.057,0.16,0.015,0.047
0.06,0.889,0.966,0.627,0.796,0.059,0.179,0.012,0.052
0.06,0.889,0.966,0.614,0.741,0.056,0.22,0.018,0.052
0.06,0.889,0.966,0.602,0.907,0.054,0.239,0.021,0.056
0.06,0.889,0.966,0.614,0.778,0.06,0.215,0.02,0.059
0.071,0.889,0.966,0.639,0.741,0.123,0.19,0.023,0.055
0.071,0.889,0.966,0.639,0.648,0.064,0.169,0.025,0.051
0.071,0.889,0.966,0.651,0.815,0.06,0.142,0.022,0.078
0.071,0.889,0.966,0.639,0.963,0.056,0.162,0.02,0.046
0.047,0.889,0.966,0.627,0.852,0.053,0.176,0.019,0.047
0.047,0.778,0.966,0.627,0.833,0.048,0.163,0.017,0.045
0.047,0.333,0.966,0.639,0.685,0.021,0.135,0.016,0.044
0.047,0.333,0.966,0.651,0.667,0.057,0.129,0.02,0.043
0.027,0.389,0.966,0.639,0.852,0.095,0.131,0.02,0.043
0.027,0.389,0.966,0.639,0.685,0.065,0.135,0.018,0.043
0.027,0.389,0.931,0.651,0.667,0.07,0.125,0.022,0.078
0.027,0.444,0.931,0.651,0.593,0.065,0.127,0.022,0.043
0.023,0.444,0.931,0.663,0.685,0.064,0.131,0.021,0.04
0.023,0.444,0.931,0.663,0.63,0.07,0.127,0.024,0.04
0.023,0.389,0.931,0.675,0.648,0.07,0.126,0.027,0.043
0.023,0.444,0.931,0.735,0.519,0.075,0.126,0.026,0.04
0.027,0.333,0.931,0.735,0.5,0.088,0.128,0.029,0.038
0.027,0.333,0.931,0.723,0.611,0.069,0.137,0.028,0.041
0.027,0.444,0.931,0.711,0.611,0.081,0.134,0.027,0.078
0.027,0.556,0.931,0.699,0.796,0.081,0.14,0.025,0.041
0.026,0.556,0.931,0.687,0.722,0.075,0.152,0.024,0.04
0.026,0.556,0.931,0.675,0.574,0.075,0.154,0.022,0.037
0.026,0.667,0.931,0.687,0.481,0.093,0.149,0.026,0.037
0.026,0.778,0.931,0.699,0.463,0.122,0.151,0.026,0.038
0.022,0.778,0.931,0.711,0.481,0.122,0.144,0.024,0.047
0.022,0.778,0.931,0.723,0.426,0.06,0.133,0.024,0.053
0.022,0.778,0.931,0.723,0.333,0.087,0.102,0.033,0.078
0.022,0.833,0.931,0.711,0.352,0.119,0.073,0.067,0.048
0.041,0.833,0.931,0.723,0.426,0.107,0.081,0.061,0.04
0.041,0.833,0.931,0.735,0.389,0.111,0.079,0.057,0.036
0.041,0.833,0.931,0.735,0.407,0.097,0.082,0.05,0.034
0.041,0.889,0.931,0.747,0.278,0.109,0.072,0.057,0.03
0.066,0.889,0.931,0.747,0.333,0.123,0.058,0.081,0.031
0.066,0.889,0.931,0.735,0.333,0.131,0.061,0.072,0.027
0.066,0.889,0.931,0.723,0.426,0.118,0.061,0.063,0.078
0.066,0.889,0.966,0.723,0.407,0.096,0.074,0.052,0.031
0.064,0.889,0.966,0.747,0.296,0.094,0.088,0.043,0.03
0.064,0.778,0.966,0.759,0.204,0.1,0.072,0.049,0.028
0.064,0.444,0.931,0.771,0.37,0.067,0.074,0.052,0.03
0.064,0.444,0.931,0.783,0.241,0.083,0.072,0.053,0.033
0.049,0.556,0.966,0.795,0.259,0.142,0.065,0.056,0.035
0.049,0.556,0.966,0.807,0.204,0.086,0.066,0.054,0.034
0.049,0.556,0.931,0.807,0.222,0.108,0.062,0.092,0.078
0.049,0.556,0.966,0.807,0.204,0.101,0.074,0.083,0.038
0.111,0.556,0.966,0.807,0.241,0.115,0.116,0.074,0.032
0.111,0.556,0.966,0.807,0.241,0.107,0.096,0.068,0.033
0.111,0.556,0.966,0.819,0.352,0.093,0.074,0.061,0.033
0.111,0.556,0.931,0.831,0.389,0.076,0.078,0.048,0.032
0.112,0.556,0.931,0.843,0.241,0.142,0.081,0.039,0.025
0.112,0.556,0.931,0.843,0.315,0.07,0.083,0.03,0.026
0.112,0.556,0.931,0.855,0.259,0.07,0.09,0.035,0.078
0.112,0.556,0.931,0.855,0.352,0.064,0.087,0.029,0.023
0.064,0.556,0.931,0.855,0.352,0.062,0.093,0.024,0.02
0.064,0.556,0.931,0.855,0.389,0.061,0.09,0.024,0.023
0.064,0.667,0.931,0.855,0.37,0.073,0.086,0.022,0.027
0.064,0.778,0.931,0.855,0.315,0.085,0.088,0.025,0.024
0.052,0.778,0.931,0.843,0.333,0.122,0.089,0.029,0.028
0.052,0.778,0.931,0.843,0.296,0.07,0.09,0.027,0.048
0.052,0.778,0.931,0.843,0.315,0.065,0.09,0.027,0.078
0.052,0.778,0.931,0.843,0.259,0.069,0.103,0.03,0.072
0.057,0.778,0.931,0.843,0.204,0.073,0.119,0.031,0.173
0.057,0.778,0.931,0.843,0.241,0.072,0.138,0.038,0.219
0.057,0.833,0.931,0.831,0.241,0.07,0.147,0.042,0.138
0.057,0.889,0.931,0.819,0.296,0.068,0.122,0.038,0.095
0.052,0.889,0.931,0.807,0.222,0.123,0.118,0.032,0.086
0.052,0.889,0.931,0.807,0.185,0.063,0.119,0.03,0.077
0.052,0.889,0.931,0.795,0.167,0.065,0.129,0.031,0.078
0.052,0.889,0.931,0.795,0.13,0.064,0.137,0.03,0.069
0.047,0.889,0.931,0.783,0.111,0.061,0.136,0.034,0.066
0.047,0.833,0.931,0.771,0.148,0.054,0.121,0.035,0.061
0.047,0.556,0.931,0.783,0.259,0.046,0.138,0.042,0.059
0.047,0.444,0.931,0.807,0.167,0.053,0.127,0.059,0.064
0.071,0.556,0.931,0.807,0.222,0.142,0.126,0.057,0.063
0.071,0.556,0.931,0.807,0.167,0.077,0.135,0.057,0.062
0.071,0.556,0.966,0.795,0.241,0.084,0.128,0.057,0.078
0.071,0.556,0.966,0.795,0.167,0.08,0.124,0.056,0.053
0.079,0.556,0.966,0.795,0.13,0.078,0.117,0.061,0.037
0.105,0.5,0.966,0.747,0.111,0.111,0.166,0.07,0.044
0.105,0.444,0.966,0.723,0.315,0.112,0.166,0.075,0.055
0.112,0.444,0.966,0.699,0.389,0.12,0.052,0.08,0.066
0.112,0.444,0.966,0.675,0.333,0.1,0.079,0.069,0.072
0.112,0.556,0.966,0.651,0.333,0.099,0.111,0.058,0.083
0.112,0.778,0.966,0.639,0.37,0.109,0.136,0.044,0.09
0.075,0.778,0.966,0.614,0.352,0.122,0.163,0.043,0.092
0.075,0.833,1.0,0.602,0.37,0.093,0.184,0.04,0.097
0.075,0.889,1.0,0.578,0.37,0.084,0.181,0.038,0.078
0.075,0.889,1.0,0.566,0.333,0.087,0.189,0.037,0.112
0.087,0.889,1.0,0.566,0.352,0.084,0.194,0.036,0.126
0.087,0.889,1.0,0.554,0.315,0.077,0.203,0.037,0.138
0.087,0.889,1.0,0.53,0.315,0.069,0.211,0.036,0.153
0.087,0.889,1.0,0.518,0.296,0.064,0.216,0.031,0.155
0.068,0.889,1.0,0.506,0.315,0.123,0.211,0.033,0.161
0.068,0.889,1.0,0.506,0.333,0.067,0.193,0.039,0.16
0.068,0.889,1.0,0.494,0.37,0.062,0.183,0.037,0.078
0.068,0.889,1.0,0.482,0.37,0.064,0.179,0.035,0.177
0.072,0.889,1.0,0.482,0.444,0.068,0.17,0.035,0.18
0.072,0.889,1.0,0.482,0.407,0.07,0.173,0.033,0.163
0.072,0.556,1.0,0.482,0.296,0.044,0.187,0.029,0.161
0.072,0.222,1.0,0.482,0.389,0.073,0.174,0.031,0.168
0.071,0.111,0.966,0.47,0.426,0.067,0.16,0.031,0.177
0.071,0.167,0.966,0.458,0.333,0.073,0.145,0.025,0.153
0.071,0.222,0.966,0.458,0.352,0.079,0.132,0.019,0.078
0.071,0.222,0.966,0.458,0.315,0.075,0.133,0.021,0.123
0.07,0.222,0.966,0.47,0.537,0.08,0.118,0.022,0.107
0.07,0.222,0.966,0.47,0.444,0.087,0.115,0.022,0.095
0.07,0.333,0.966,0.47,0.37,0.089,0.115,0.018,0.09
0.07,0.333,0.966,0.458,0.537,0.089,0.117,0.017,0.089
0.071,0.278,0.966,0.47,0.426,0.086,0.115,0.018,0.086
0.071,0.222,0.966,0.458,0.444,0.071,0.117,0.015,0.084
0.071,0.333,0.966,0.458,0.5,0.073,0.116,0.012,0.078
0.071,0.333,0.966,0.458,0.37,0.076,0.117,0.015,0.079
0.064,0.444,0.966,0.458,0.222,0.086,0.113,0.018,0.078
0.064,0.222,0.966,0.458,0.204,0.07,0.117,0.022,0.077
0.064,0.444,0.966,0.47,0.222,0.094,0.113,0.028,0.075
0.064,0.611,0.966,0.482,0.222,0.112,0.125,0.026,0.069
0.076,0.778,0.966,0.494,0.148,0.122,0.117,0.031,0.067
0.076,0.778,0.966,0.506,0.074,0.122,0.103,0.052,0.063
0.076,0.778,0.966,0.518,0.074,0.143,0.107,0.065,0.078
0.076,0.833,0.966,0.542,0.019,0.128,0.108,0.06,0.054
0.118,0.889,0.966,0.59,0.019,0.213,0.092,0.111,0.043
0.118,0.889,0.966,0.639,0.0,0.333,0.091,0.198,0.04
0.118,0.889,0.966,0.663,0.0,0.491,0.088,0.318,0.044
0.118,0.889,0.966,0.675,0.0,0.611,0.103,0.368,0.051
0.246,0.889,0.966,0.675,0.056,0.123,0.133,0.391,0.053
0.246,0.889,0.966,0.687,0.0,0.578,0.155,0.369,0.053
0.246,0.889,0.966,0.723,0.0,0.613,0.139,0.374,0.078
0.246,0.889,0.966,0.747,0.0,0.678,0.141,0.389,0.051
0.391,0.889,0.966,0.759,0.0,0.852,0.16,0.508,0.05
0.391,0.889,0.966,0.771,0.0,0.0,0.168,0.722,0.057
0.391,0.667,0.966,0.783,0.0,0.0,0.168,0.771,0.063
0.391,0.333,0.966,0.759,0.0,0.088,0.174,0.782,0.068
0.465,0.444,0.966,0.783,0.0,0.095,0.178,0.744,0.071
0.465,0.444,0.966,0.807,0.019,0.0,0.192,0.818,0.071
0.465,0.444,0.966,0.807,0.0,0.0,0.203,0.886,0.078
0.465,0.444,0.966,0.783,0.0,0.741,0.213,0.624,0.064
0.478,0.444,0.966,0.795,0.019,0.67,0.23,0.559,0.036
0.478,0.444,0.966,0.771,0.019,0.663,0.221,0.544,0.035
0.478,0.444,0.966,0.759,0.019,0.47,0.197,0.413,0.026
0.478,0.444,0.966,0.759,0.037,0.325,0.178,0.307,0.019
0.478,0.5,0.966,0.759,0.056,0.202,0.137,0.176,0.009
0.478,0.444,0.966,0.747,0.093,0.093,0.094,0.094,0.041
0.478,0.444,0.966,0.759,0.056,0.092,0.111,0.078,0.07
0.478,0.444,0.966,0.783,0.056,0.096,0.13,0.081,0.061
0.478,0.556,0.966,0.783,0.074,0.104,0.139,0.088,0.072
0.478,0.667,0.931,0.807,0.037,0.107,0.147,0.085,0.109
0.478,0.778,0.931,0.783,0.056,0.12,0.166,0.087,0.114
0.478,0.778,0.931,0.795,0.056,0.089,0.176,0.071,0.178
0.478,0.778,0.931,0.795,0.074,0.051,0.146,0.063,0.159
0.478,0.778,0.931,0.783,0.037,0.044,0.143,0.054,0.136
0.478,0.778,0.931,0.807,0.019,0.038,0.166,0.049,0.117
0.478,0.778,0.931,0.807,0.056,0.036,0.174,0.041,0.101
0.478,0.778,0.931,0.807,0.019,0.052,0.175,0.037,0.078
0.478,0.778,0.931,0.807,0.13,0.064,0.159,0.039,0.064
0.478,0.778,0.931,0.795,0.241,0.065,0.138,0.041,0.063
0.478,0.778,0.931,0.807,0.074,0.061,0.136,0.041,0.066
0.478,0.778,0.931,0.819,0.13,0.071,0.139,0.044,0.064
0.478,0.5,0.931,0.819,0.093,0.044,0.132,0.048,0.06
0.478,0.444,0.931,0.831,0.056,0.097,0.141,0.047,0.052
0.478,0.444,0.931,0.855,0.093,0.125,0.161,0.051,0.049
0.478,0.444,0.931,0.843,0.056,0.128,0.156,0.065,0.044
0.478,0.5,0.966,0.723,0.222,0.12,0.072,0.073,0.284
0.478,0.444,0.966,0.711,0.185,0.117,0.115,0.072,0.337
0.478,0.444,0.966,0.675,0.222,0.125,0.171,0.073,0.323
0.478,0.556,1.0,0.651,0.222,0.138,0.198,0.066,0.362
0.478,0.778,1.0,0.566,0.148,0.132,0.233,0.078,0.458
0.478,0.778,1.0,0.506,0.167,0.109,0.188,0.075,0.504
0.478,0.778,1.0,0.506,0.204,0.11,0.196,0.06,0.261
0.478,0.778,1.0,0.506,0.185,0.107,0.201,0.053,0.256
0.478,0.778,1.0,0.482,0.222,0.109,0.195,0.075,0.413
0.478,0.833,1.0,0.422,0.315,0.072,0.27,0.026,0.225
0.478,0.889,1.0,0.422,0.296,0.078,0.326,0.022,0.282
0.478,0.889,1.0,0.386,0.241,0.065,0.373,0.019,0.17
0.478,0.889,1.0,0.386,0.315,0.062,0.408,0.014,0.137
0.478,0.889,1.0,0.398,0.333,0.059,0.382,0.016,0.095
0.478,0.778,1.0,0.386,0.333,0.052,0.397,0.016,0.091
0.478,0.111,1.0,0.361,0.204,0.059,0.443,0.009,0.083
0.478,0.222,0.966,0.386,0.426,0.08,0.417,0.012,0.083
0.478,0.222,0.966,0.398,0.333,0.084,0.415,0.01,0.079
0.478,0.222,0.966,0.386,0.315,0.094,0.44,0.009,0.093
0.478,0.333,0.966,0.373,0.259,0.095,0.481,0.01,0.072
0.478,0.333,0.966,0.386,0.259,0.083,0.478,0.022,0.124
0.478,0.333,0.966,0.386,0.352,0.077,0.467,0.024,0.086
0.478,0.333,0.966,0.386,0.389,0.075,0.46,0.02,0.094
0.478,0.333,0.966,0.398,0.426,0.079,0.429,0.024,0.078
0.478,0.556,0.966,0.446,0.426,0.104,0.43,0.026,0.081
0.478,0.778,0.966,0.41,0.389,0.154,0.984,0.055,0.604
0.478,0.778,0.966,0.41,0.5,0.122,0.354,0.032,0.324
0.478,0.778,0.966,0.398,0.407,0.117,0.312,0.034,0.274
0.478,0.778,0.966,0.398,0.407,0.116,0.374,0.033,0.216
0.478,0.833,0.966,0.386,0.444,0.116,0.351,0.032,0.181
0.158,0.833,0.966,0.373,0.333,0.125,0.35,0.032,0.274
0.158,0.889,0.966,0.361,0.426,0.06,0.301,0.026,0.16
0.158,0.889,0.966,0.349,0.426,0.055,0.344,0.031,0.078
0.158,0.889,0.966,0.313,0.407,0.049,0.354,0.028,0.18
0.111,0.889,0.966,0.301,0.333,0.046,0.341,0.026,0.167
0.111,0.889,0.966,0.313,0.389,0.043,0.372,0.026,0.162
0.111,0.889,0.966,0.301,0.519,0.039,0.377,0.025,0.149
0.111,0.556,0.966,0.289,0.463,0.017,0.367,0.024,0.122
0.104,0.222,0.966,0.301,0.463,0.073,0.372,0.023,0.11
0.104,0.111,0.966,0.313,0.426,0.045,0.376,0.022,0.107
0.104,0.111,0.966,0.325,0.537,0.054,0.357,0.02,0.078
0.104,0.111,0.966,0.301,0.519,0.054,0.343,0.021,0.102
0.081,0.111,0.966,0.301,0.593,0.052,0.365,0.02,0.094
0.081,0.111,0.966,0.289,0.5,0.048,0.38,0.02,0.095
0.081,0.222,0.966,0.313,0.556,0.056,0.389,0.016,0.099
0.081,0.222,0.966,0.337,0.481,0.056,0.401,0.015,0.11
0.081,0.222,0.966,0.337,0.407,0.073,0.387,0.018,0.115
0.081,0.222,0.966,0.337,0.352,0.059,0.403,0.019,0.121
0.081,0.222,0.966,0.301,0.315,0.049,0.4,0.015,0.078
0.081,0.222,0.966,0.277,0.333,0.053,0.395,0.019,0.085
0.084,0.222,0.966,0.289,0.352,0.055,0.406,0.021,0.077
0.084,0.222,0.966,0.301,0.278,0.064,0.416,0.024,0.083
0.084,0.444,0.966,0.313,0.333,0.078,0.487,0.027,0.165
0.084,0.556,0.966,0.337,0.278,0.096,0.367,0.042,0.138
0.128,0.667,0.966,0.373,0.222,0.169,0.409,0.057,0.175
0.128,0.778,0.966,0.446,0.259,0.097,0.274,0.061,0.157
0.128,0.778,0.966,0.47,0.296,0.111,0.153,0.082,0.078
0.128,0.889,0.966,0.482,0.185,0.134,0.079,0.096,0.126
0.211,0.889,0.931,0.494,0.185,0.134,0.092,0.1,0.104
0.211,0.889,0.931,0.506,0.241,0.147,0.098,0.092,0.105
0.211,0.889,0.931,0.518,0.148,0.15,0.067,0.094,0.104
0.211,0.889,0.931,0.542,0.204,0.148,0.064,0.099,0.1
0.211,0.889,0.931,0.554,0.204,0.123,0.056,0.095,0.095
0.211,0.889,0.931,0.566,0.13,0.164,0.031,0.102,0.092
0.211,0.889,0.931,0.59,0.111,0.183,0.157,0.107,0.078
0.211,0.889,0.931,0.59,0.148,0.18,0.501,0.11,0.323
0.275,0.889,0.931,0.602,0.167,0.188,0.243,0.116,0.264
0.275,0.889,0.931,0.602,0.204,0.163,0.052,0.091,0.144
0.275,0.889,0.931,0.602,0.296,0.136,0.051,0.082,0.109
0.275,0.667,0.931,0.614,0.296,0.109,0.067,0.076,0.085
0.234,0.333,0.931,0.627,0.296,0.088,0.098,0.072,0.104
0.234,0.333,0.931,0.639,0.204,0.108,0.106,0.07,0.119
0.234,0.389,0.931,0.651,0.241,0.114,0.147,0.067,0.078
0.234,0.444,0.931,0.663,0.185,0.127,0.318,0.064,0.262
0.227,0.389,0.931,0.675,0.222,0.116,0.209,0.072,0.256
0.227,0.333,0.931,0.687,0.148,0.096,0.21,0.062,0.265
0.227,0.333,0.931,0.699,0.13,0.099,0.166,0.054,0.605
0.227,0.389,0.931,0.687,0.13,0.103,0.623,0.058,0.454
0.168,0.444,0.931,0.687,0.074,0.095,0.051,0.051,0.196
0.168,0.444,0.931,0.711,0.019,0.117,0.057,0.054,0.137
0.168,0.444,0.931,0.723,0.037,0.112,0.021,0.067,0.078
0.168,0.444,0.931,0.711,0.074,0.117,0.034,0.073,0.107
0.258,0.444,0.931,0.711,0.074,0.12,0.054,0.057,0.099
0.258,0.444,0.931,0.735,0.019,0.12,0.088,0.054,0.094
0.258,0.444,0.931,0.747,0.019,0.12,0.14,0.053,0.084
0.258,0.556,0.931,0.747,0.037,0.122,0.159,0.049,0.078
0.221,0.667,0.931,0.735,0.111,0.169,0.177,0.043,0.075
0.221,0.778,0.931,0.723,0.148,0.089,0.17,0.041,0.075
0.221,0.778,0.931,0.735,0.13,0.079,0.196,0.038,0.078
0.221,0.778,0.931,0.723,0.148,0.08,0.196,0.037,0.073
0.19,0.833,0.931,0.735,0.037,0.083,0.206,0.04,0.069
0.19,0.833,0.931,0.747,0.037,0.08,0.248,0.045,0.06
0.19,0.778,0.931,0.735,0.093,0.079,0.233,0.045,0.06
0.19,0.778,0.931,0.735,0.074,0.077,0.261,0.046,0.06
0.187,0.778,0.931,0.747,0.093,0.122,0.289,0.047,0.059
0.187,0.833,0.931,0.747,0.13,0.075,0.271,0.048,0.062
0.187,0.833,0.931,0.747,0.093,0.076,0.259,0.051,0.078
0.187,0.889,0.931,0.771,0.037,0.099,0.298,0.053,0.065
0.19,0.889,0.931,0.783,0.056,0.114,0.287,0.061,0.061
0.19,0.889,0.931,0.783,0.093,0.091,0.25,0.061,0.063
0.19,0.833,0.931,0.783,0.111,0.079,0.218,0.057,0.069
0.19,0.667,0.931,0.795,0.019,0.071,0.217,0.055,0.067
0.233,0.444,0.931,0.807,0.0,0.095,0.218,0.056,0.065
0.233,0.444,0.931,0.819,0.0,0.059,0.194,0.06,0.064
0.233,0.5,0.931,0.831,0.019,0.073,0.203,0.064,0.078
0.233,0.556,0.931,0.807,0.13,0.08,0.189,0.073,0.061
0.228,0.556,0.931,0.795,0.13,0.077,0.175,0.078,0.063
0.243,0.444,0.931,0.759,0.111,0.123,0.166,0.117,0.107
0.243,0.444,0.966,0.711,0.074,0.126,0.166,0.092,0.389
0.285,0.444,0.966,0.699,0.093,0.122,0.7,0.085,0.407
0.285,0.333,0.966,0.687,0.111,0.122,0.393,0.084,0.359
0.285,0.333,0.966,0.663,0.13,0.107,0.298,0.072,0.308
0.285,0.444,0.966,0.651,0.204,0.11,0.267,0.061,0.264
0.257,0.667,0.966,0.639,0.241,0.169,0.185,0.055,0.229
0.257,0.778,0.966,0.614,0.204,0.118,0.2,0.049,0.226
0.257,0.778,0.966,0.59,0.241,0.114,0.211,0.044,0.078
0.257,0.778,0.966,0.59,0.259,0.11,0.226,0.041,0.209
0.227,0.778,0.966,0.554,0.241,0.104,0.244,0.041,0.192
0.227,0.778,1.0,0.53,0.204,0.089,0.266,0.037,0.175
0.227,0.833,0.966,0.53,0.296,0.096,0.278,0.036,0.164
0.227,0.889,0.966,0.506,0.259,0.097,0.295,0.039,0.154
0.192,0.889,0.966,0.494,0.315,0.123,0.328,0.039,0.147
0.192,0.889,0.966,0.482,0.241,0.084,0.36,0.039,0.143
0.192,0.889,0.966,0.434,0.241,0.076,0.381,0.034,0.078
0.192,0.889,0.966,0.434,0.407,0.123,0.427,0.034,0.157
0.185,0.889,0.966,0.398,0.407,0.117,0.378,0.034,0.161
0.185,0.889,0.966,0.386,0.389,0.109,0.405,0.032,0.138
0.185,0.889,0.966,0.398,0.389,0.112,0.433,0.025,0.123
0.185,0.778,0.966,0.41,0.37,0.112,0.457,0.023,0.13
0.167,0.389,0.966,0.398,0.463,0.095,0.461,0.03,0.124
0.167,0.222,0.966,0.386,0.648,0.071,0.44,0.023,0.113
0.167,0.222,0.966,0.398,0.5,0.073,0.776,0.022,0.078
0.167,0.222,0.966,0.386,0.5,0.067,0.54,0.026,0.151
0.158,0.167,0.966,0.386,0.426,0.077,0.485,0.025,0.138
0.158,0.111,0.966,0.349,0.519,0.07,0.478,0.02,0.1
0.158,0.222,0.966,0.313,0.463,0.062,0.841,0.017,0.227
0.158,0.222,0.966,0.289,0.407,0.067,0.434,0.019,0.143
0.123,0.222,0.966,0.337,0.463,0.073,0.559,0.017,0.093
0.123,0.222,0.966,0.313,0.444,0.07,0.566,0.022,0.14
0.123,0.222,0.966,0.337,0.333,0.073,0.627,0.028,0.078
0.123,0.222,0.966,0.301,0.426,0.067,0.531,0.02,0.142
0.142,0.222,0.966,0.337,0.463,0.07,0.502,0.019,0.09
0.142,0.222,0.966,0.301,0.333,0.069,0.49,0.025,0.089
0.142,0.222,0.966,0.301,0.241,0.077,0.464,0.032,0.101
0.142,0.333,0.966,0.313,0.241,0.092,0.469,0.045,0.154
0.138,0.556,0.966,0.313,0.241,0.142,0.365,0.043,0.114
0.138,0.667,0.966,0.337,0.204,0.1,0.293,0.059,0.096
0.138,0.778,0.931,0.361,0.241,0.114,0.223,0.074,0.078
0.138,0.778,0.966,0.386,0.278,0.123,0.133,0.082,0.088
0.182,0.778,0.966,0.434,0.222,0.134,0.09,0.09,0.082
0.182,0.833,0.931,0.47,0.111,0.149,0.075,0.092,0.076
0.182,0.833,0.931,0.494,0.093,0.173,0.049,0.099,0.077
0.182,0.833,0.931,0.518,0.056,0.188,0.047,0.101,0.075
0.239,0.833,0.931,0.53,0.037,0.125,0.027,0.105,0.074
0.239,0.889,0.931,0.554,0.037,0.221,0.036,0.144,0.076
0.239,0.889,0.931,0.566,0.056,0.217,0.218,0.16,0.078
0.239,0.889,0.931,0.554,0.204,0.184,0.249,0.144,0.116
0.302,0.889,0.931,0.578,0.074,0.183,0.042,0.114,0.094
0.302,0.889,0.931,0.614,0.037,0.193,0.06,0.115,0.083
0.302,0.889,0.931,0.627,0.037,0.237,0.166,0.136,0.187
0.302,0.778,0.931,0.639,0.019,0.226,0.166,0.153,0.448
0.332,0.333,0.931,0.627,0.093,0.18,0.356,0.116,0.154
0.332,0.444,0.931,0.651,0.037,0.206,0.294,0.106,0.078
0.332,0.444,0.931,0.663,0.0,0.203,0.166,0.109,0.104
0.313,0.444,0.931,0.699,0.0,0.195,0.184,0.101,0.086
0.313,0.444,0.931,0.723,0.0,0.26,0.237,0.107,0.076
0.313,0.5,0.931,0.723,0.019,0.286,0.329,0.137,0.072
0.313,0.556,0.931,0.723,0.037,0.254,0.395,0.12,0.064
0.315,0.444,0.931,0.747,0.0,0.095,0.405,0.126,0.055
0.315,0.444,0.931,0.771,0.0,0.349,0.419,0.141,0.054
0.315,0.444,0.931,0.795,0.0,0.502,0.424,0.166,0.078
0.315,0.444,0.931,0.819,0.0,0.609,0.466,0.227,0.055
0.456,0.444,0.931,0.807,0.056,0.529,0.986,0.242,0.061
0.456,0.444,0.931,0.807,0.037,0.451,0.166,0.238,0.056
0.456,0.444,0.931,0.783,0.019,0.381,0.166,0.227,0.056
0.391,0.778,0.931,0.795,0.074,0.21,0.166,0.194,0.048
0.391,0.778,0.931,0.759,0.13,0.138,0.675,0.17,0.055
0.338,0.833,0.931,0.747,0.074,0.119,0.288,0.104,0.068
0.338,0.833,0.931,0.783,0.019,0.017,0.296,0.095,0.071
0.338,0.778,0.931,0.771,0.074,0.007,0.224,0.096,0.066
0.338,0.778,0.931,0.795,0.0,0.122,0.245,0.088,0.049
