pm10,temp,bp,rh,ws,co,o3,nox,so2
0.128,0.333,0.966,0.181,0.481,0.067,0.317,0.024,0.235
0.128,0.389,0.966,0.181,0.5,0.068,0.415,0.029,0.078
0.128,0.556,0.966,0.181,0.426,0.073,0.328,0.025,0.241
0.14,0.667,0.966,0.169,0.444,0.081,0.313,0.025,0.233
0.14,0.778,0.966,0.181,0.333,0.089,0.375,0.035,0.269
0.14,0.778,0.966,0.217,0.333,0.122,0.23,0.039,0.128
0.14,0.833,0.966,0.229,0.204,0.088,0.191,0.052,0.132
0.141,0.889,0.966,0.241,0.222,0.123,0.191,0.057,0.158
0.141,0.833,0.966,0.253,0.093,0.114,0.158,0.07,0.146
0.141,0.833,0.966,0.289,0.093,0.139,0.079,0.096,0.078
0.141,0.833,0.966,0.289,0.148,0.152,0.063,0.111,0.104
0.232,0.889,0.966,0.325,0.056,0.188,0.038,0.136,0.082
0.232,0.889,0.966,0.361,0.074,0.213,0.028,0.18,0.077
0.232,0.889,0.966,0.386,0.037,0.251,0.023,0.191,0.071
0.232,0.889,0.931,0.398,0.019,0.262,0.03,0.201,0.07
0.291,0.889,0.931,0.434,0.0,0.123,0.032,0.193,0.059
0.291,0.889,0.931,0.446,0.0,0.261,0.028,0.196,0.056
0.291,0.889,0.931,0.482,0.0,0.278,0.034,0.203,0.078
0.291,0.778,0.931,0.506,0.0,0.302,0.033,0.223,0.047
0.304,0.556,0.931,0.53,0.019,0.288,0.03,0.234,0.039
0.304,0.556,0.931,0.542,0.0,0.353,0.034,0.268,0.042
0.304,0.556,0.931,0.566,0.0,0.364,0.038,0.287,0.046
0.304,0.556,0.931,0.554,0.037,0.338,0.039,0.265,0.04
0.346,0.556,0.931,0.518,0.037,0.142,0.039,0.203,0.037
0.346,0.556,0.931,0.542,0.037,0.281,0.039,0.206,0.036
0.346,0.556,0.931,0.53,0.074,0.276,0.047,0.213,0.078
0.346,0.556,0.931,0.518,0.037,0.251,0.05,0.19,0.032
0.331,0.667,0.931,0.518,0.093,0.257,0.06,0.19,0.032
0.331,0.667,0.931,0.518,0.037,0.228,0.06,0.183,0.03
0.331,0.667,0.931,0.554,0.0,0.227,0.053,0.178,0.027
0.331,0.667,0.931,0.59,0.019,0.219,0.062,0.169,0.024
0.284,0.667,0.931,0.639,0.0,0.169,0.082,0.165,0.023
0.284,0.667,0.931,0.675,0.0,0.307,0.085,0.18,0.023
0.284,0.667,0.931,0.699,0.037,0.338,0.085,0.22,0.078
0.284,0.778,0.931,0.699,0.019,0.357,0.103,0.218,0.024
0.302,0.778,0.931,0.699,0.0,0.41,0.116,0.265,0.028
0.302,0.778,0.931,0.711,0.0,0.431,0.119,0.286,0.033
0.302,0.778,0.931,0.735,0.0,0.481,0.143,0.331,0.042
0.302,0.833,0.931,0.759,0.0,0.497,0.196,0.389,0.054
0.34,0.833,0.931,0.771,0.0,0.125,0.271,0.375,0.054
0.34,0.778,0.931,0.771,0.0,0.399,0.488,0.362,0.05
0.34,0.778,0.931,0.795,0.0,0.378,0.795,0.354,0.078
0.34,0.778,0.931,0.807,0.0,0.36,0.166,0.353,0.045
0.315,0.778,0.931,0.783,0.019,0.34,0.166,0.349,0.037
0.315,0.778,0.931,0.783,0.019,0.296,0.166,0.337,0.032
0.315,0.778,0.931,0.771,0.056,0.277,0.769,0.321,0.034
0.315,0.778,0.931,0.735,0.019,0.239,0.604,0.301,0.046
0.378,0.778,0.931,0.759,0.019,0.122,0.51,0.261,0.037
0.378,0.778,0.931,0.771,0.074,0.214,0.485,0.234,0.032
0.378,0.778,0.931,0.759,0.037,0.217,0.793,0.226,0.078
0.378,0.778,0.931,0.783,0.0,0.196,0.661,0.206,0.031
0.442,0.778,0.931,0.819,0.0,0.17,0.512,0.183,0.018
0.442,0.556,0.931,0.795,0.037,0.197,0.386,0.231,0.023
0.442,0.667,0.931,0.795,0.0,0.205,0.218,0.236,0.024
0.442,0.667,0.931,0.819,0.0,0.194,0.208,0.208,0.022
0.397,0.667,0.931,0.831,0.0,0.169,0.216,0.198,0.021
0.397,0.667,0.931,0.819,0.037,0.188,0.251,0.192,0.016
0.397,0.667,0.931,0.843,0.0,0.217,0.25,0.229,0.078
0.397,0.667,0.931,0.831,0.019,0.253,0.221,0.279,0.026
0.415,0.667,0.931,0.819,0.056,0.268,0.245,0.291,0.038
0.571,0.667,0.931,0.723,0.111,0.274,0.166,0.333,0.057
0.571,0.778,0.966,0.663,0.148,0.22,0.166,0.298,0.054
0.537,0.889,0.966,0.627,0.185,0.199,0.045,0.269,0.059
0.537,0.778,0.966,0.602,0.148,0.207,0.086,0.213,0.08
0.537,0.778,0.966,0.566,0.13,0.225,0.123,0.213,0.111
0.537,0.778,0.966,0.542,0.241,0.201,0.133,0.197,0.126
0.445,0.778,0.966,0.518,0.278,0.122,0.118,0.151,0.129
0.445,0.778,1.0,0.494,0.426,0.128,0.12,0.087,0.14
0.445,0.778,1.0,0.482,0.463,0.111,0.126,0.078,0.078
0.445,0.778,1.0,0.47,0.37,0.127,0.122,0.088,0.138
0.316,0.778,1.0,0.422,0.407,0.11,0.132,0.08,0.147
0.316,0.778,1.0,0.361,0.407,0.073,0.128,0.053,0.151
0.316,0.889,1.0,0.325,0.481,0.063,0.299,0.048,0.159
0.316,0.889,1.0,0.301,0.407,0.053,0.149,0.04,0.151
0.182,0.889,1.0,0.265,0.519,0.123,0.2,0.041,0.173
0.182,0.889,1.0,0.253,0.5,0.07,0.403,0.039,0.21
0.182,0.889,1.0,0.241,0.537,0.062,0.131,0.039,0.078
0.182,0.833,1.0,0.205,0.519,0.057,0.168,0.03,0.155
0.165,0.444,1.0,0.181,0.389,0.036,0.556,0.027,0.19
0.165,0.222,0.966,0.169,0.593,0.056,0.332,0.029,0.139
0.165,0.222,0.966,0.181,0.37,0.068,0.17,0.025,0.139
0.165,0.222,0.966,0.169,0.63,0.071,0.153,0.026,0.131
0.145,0.333,0.966,0.169,0.611,0.088,0.221,0.028,0.126
0.145,0.333,0.966,0.169,0.648,0.067,0.335,0.026,0.122
0.145,0.333,0.966,0.157,0.5,0.068,0.316,0.03,0.078
0.145,0.333,0.966,0.133,0.463,0.062,0.139,0.031,0.128
0.142,0.333,0.966,0.096,0.574,0.051,0.189,0.025,0.102
0.142,0.333,0.966,0.096,0.519,0.052,0.198,0.022,0.099
0.142,0.444,0.966,0.084,0.648,0.054,0.212,0.023,0.094
0.142,0.389,0.966,0.048,0.481,0.047,0.276,0.021,0.08
0.116,0.333,0.966,0.06,0.481,0.088,0.268,0.022,0.078
0.116,0.333,0.966,0.084,0.519,0.048,0.26,0.021,0.085
0.116,0.444,0.966,0.096,0.556,0.057,0.232,0.022,0.078
0.116,0.444,0.966,0.108,0.444,0.062,0.21,0.023,0.093
0.112,0.667,0.966,0.145,0.389,0.079,0.164,0.028,0.097
0.112,0.778,0.966,0.145,0.407,0.084,0.164,0.028,0.098
0.112,0.778,0.966,0.157,0.389,0.122,0.139,0.041,0.096
0.112,0.889,0.966,0.169,0.241,0.079,0.114,0.044,0.096
0.141,0.889,0.966,0.193,0.259,0.123,0.084,0.052,0.094
0.141,0.889,0.966,0.193,0.241,0.086,0.08,0.059,0.088
0.141,0.889,0.966,0.193,0.222,0.099,0.075,0.066,0.078
0.141,0.889,0.966,0.193,0.278,0.111,0.064,0.078,0.082
0.142,0.889,0.966,0.205,0.204,0.116,0.069,0.075,0.077
0.142,0.889,0.966,0.229,0.204,0.144,0.04,0.088,0.077
0.142,0.889,0.966,0.229,0.259,0.146,0.037,0.094,0.077
0.142,0.889,0.966,0.241,0.204,0.156,0.038,0.095,0.079
0.202,0.889,0.966,0.265,0.148,0.123,0.031,0.107,0.081
0.202,0.889,0.966,0.277,0.204,0.183,0.031,0.121,0.084
0.202,0.889,0.966,0.289,0.13,0.175,0.038,0.121,0.078
0.202,0.889,0.931,0.325,0.074,0.193,0.038,0.128,0.087
0.226,0.556,0.931,0.337,0.056,0.191,0.04,0.147,0.072
0.226,0.556,0.931,0.337,0.074,0.194,0.041,0.166,0.073
0.226,0.611,0.931,0.361,0.074,0.233,0.051,0.179,0.07
0.226,0.667,0.931,0.361,0.056,0.262,0.044,0.188,0.063
0.245,0.667,0.931,0.361,0.093,0.169,0.044,0.194,0.055
0.245,0.556,0.931,0.349,0.13,0.244,0.039,0.199,0.058
0.245,0.556,0.931,0.349,0.111,0.228,0.038,0.193,0.078
0.245,0.556,0.931,0.373,0.019,0.213,0.04,0.185,0.056
0.243,0.667,0.931,0.386,0.074,0.214,0.041,0.182,0.042
0.243,0.667,0.931,0.373,0.111,0.197,0.035,0.176,0.042
0.243,0.667,0.931,0.349,0.185,0.147,0.031,0.156,0.041
0.243,0.667,0.931,0.349,0.241,0.117,0.034,0.123,0.038
0.206,0.556,0.931,0.349,0.259,0.142,0.041,0.099,0.035
0.206,0.556,0.931,0.361,0.204,0.11,0.038,0.099,0.04
0.206,0.667,0.931,0.386,0.241,0.099,0.037,0.103,0.039
0.19,0.778,0.931,0.386,0.241,0.1,0.038,0.102,0.039
0.19,0.778,0.931,0.386,0.185,0.101,0.036,0.096,0.039
0.19,0.889,0.931,0.41,0.093,0.096,0.042,0.092,0.041
0.19,0.889,0.931,0.398,0.111,0.091,0.039,0.095,0.036
0.173,0.889,0.931,0.398,0.167,0.123,0.042,0.097,0.033
0.173,0.889,0.931,0.398,0.111,0.081,0.046,0.097,0.037
0.173,0.889,0.931,0.386,0.222,0.078,0.039,0.098,0.078
0.173,0.889,0.931,0.398,0.111,0.078,0.042,0.097,0.039
0.167,0.889,0.931,0.398,0.111,0.077,0.051,0.095,0.035
0.167,0.889,0.931,0.398,0.111,0.075,0.052,0.091,0.04
0.167,0.889,0.931,0.434,0.056,0.087,0.063,0.082,0.039
0.167,0.889,0.931,0.434,0.093,0.091,0.064,0.083,0.037
0.162,0.889,0.931,0.422,0.074,0.123,0.054,0.082,0.033
0.162,0.889,0.931,0.434,0.093,0.094,0.057,0.081,0.034
0.162,0.833,0.931,0.422,0.13,0.081,0.054,0.081,0.078
0.162,0.889,0.931,0.422,0.111,0.091,0.058,0.076,0.039
0.187,0.667,0.931,0.422,0.204,0.064,0.056,0.073,0.036
0.187,0.611,0.931,0.434,0.204,0.052,0.055,0.073,0.042
0.187,0.556,0.931,0.446,0.185,0.053,0.052,0.07,0.045
0.187,0.556,0.931,0.458,0.167,0.052,0.053,0.071,0.041
0.204,0.611,0.931,0.458,0.148,0.15,0.055,0.069,0.038
0.204,0.556,0.931,0.482,0.148,0.073,0.058,0.071,0.038
0.204,0.611,0.931,0.482,0.167,0.08,0.058,0.072,0.078
0.204,0.556,0.931,0.482,0.185,0.083,0.055,0.071,0.037
0.193,0.667,0.931,0.494,0.167,0.089,0.052,0.076,0.032
0.239,0.667,0.931,0.446,0.278,0.127,0.166,0.122,0.054
0.239,0.556,0.966,0.398,0.259,0.123,0.166,0.126,0.071
0.282,0.667,0.966,0.373,0.222,0.139,0.035,0.124,0.084
0.282,0.778,0.966,0.337,0.333,0.141,0.048,0.109,0.097
0.282,0.778,0.966,0.325,0.333,0.136,0.064,0.094,0.105
0.282,0.778,0.966,0.313,0.315,0.134,0.072,0.089,0.112
0.284,0.778,0.966,0.289,0.352,0.122,0.076,0.085,0.119
0.284,0.778,0.966,0.265,0.333,0.123,0.082,0.084,0.127
0.284,0.778,0.966,0.217,0.519,0.087,0.128,0.068,0.128
0.261,0.778,0.966,0.217,0.556,0.079,0.138,0.051,0.118
0.261,0.778,0.966,0.205,0.481,0.072,0.152,0.049,0.119
0.261,0.778,0.966,0.181,0.519,0.067,0.168,0.042,0.12
0.261,0.889,0.966,0.181,0.5,0.062,0.19,0.037,0.11
0.214,0.889,0.966,0.169,0.426,0.123,0.194,0.04,0.113
0.214,0.889,0.966,0.145,0.444,0.071,0.227,0.039,0.107
0.214,0.889,0.966,0.157,0.37,0.084,0.224,0.041,0.078
0.214,0.889,0.966,0.133,0.333,0.079,0.238,0.04,0.11
0.19,0.556,0.966,0.108,0.481,0.055,0.281,0.035,0.114
0.19,0.222,0.966,0.108,0.574,0.073,0.3,0.029,0.112
0.19,0.222,0.966,0.108,0.426,0.068,0.294,0.029,0.116
0.19,0.333,0.966,0.096,0.481,0.073,0.315,0.031,0.115
0.155,0.333,0.966,0.096,0.537,0.088,0.332,0.03,0.11
0.155,0.333,0.966,0.084,0.481,0.061,0.337,0.024,0.107
0.155,0.333,0.966,0.072,0.481,0.059,0.352,0.028,0.078
0.155,0.333,0.966,0.096,0.519,0.06,0.356,0.029,0.103
0.145,0.333,0.966,0.096,0.352,0.064,0.333,0.028,0.102
0.145,0.333,0.966,0.096,0.5,0.085,0.332,0.024,0.105
0.145,0.333,0.966,0.108,0.556,0.085,0.35,0.022,0.102
0.145,0.389,0.966,0.084,0.481,0.076,0.416,0.021,0.095
0.135,0.444,0.966,0.06,0.444,0.095,0.431,0.021,0.088
0.135,0.444,0.966,0.072,0.389,0.061,0.425,0.023,0.097
0.135,0.333,0.966,0.096,0.481,0.057,0.366,0.035,0.078
0.135,0.389,0.966,0.12,0.481,0.065,0.329,0.034,0.12
0.142,0.5,0.966,0.145,0.426,0.081,0.246,0.039,0.132
0.142,0.667,0.966,0.145,0.315,0.091,0.232,0.043,0.131
0.142,0.778,0.966,0.133,0.37,0.097,0.236,0.051,0.143
0.142,0.833,0.966,0.133,0.222,0.11,0.207,0.057,0.144
0.156,0.889,0.966,0.157,0.111,0.123,0.151,0.066,0.135
0.156,0.889,0.931,0.157,0.148,0.103,0.134,0.069,0.114
0.156,0.889,0.931,0.181,0.037,0.114,0.101,0.069,0.078
0.156,0.889,0.931,0.205,0.037,0.142,0.063,0.093,0.101
0.198,0.889,0.931,0.253,0.019,0.205,0.028,0.155,0.089
0.198,0.889,0.931,0.253,0.037,0.222,0.021,0.174,0.085
0.198,0.889,0.931,0.301,0.019,0.273,0.022,0.183,0.079
0.198,0.889,0.931,0.325,0.0,0.304,0.027,0.214,0.075
0.228,0.889,0.931,0.349,0.0,0.123,0.024,0.225,0.07
0.228,0.889,0.931,0.373,0.019,0.359,0.032,0.237,0.063
0.228,0.889,0.931,0.398,0.037,0.426,0.033,0.306,0.078
0.228,0.889,0.931,0.422,0.0,0.498,0.032,0.355,0.059
0.422,0.778,0.931,0.47,0.0,0.508,0.027,0.349,0.052
0.422,0.556,0.931,0.518,0.0,0.63,0.035,0.437,0.053
0.422,0.611,0.931,0.566,0.0,0.881,0.033,0.679,0.063
0.422,0.556,0.931,0.53,0.056,0.957,0.037,0.758,0.073
0.501,0.556,0.931,0.566,0.0,0.142,0.04,0.657,0.066
0.501,0.556,0.931,0.59,0.0,0.781,0.044,0.666,0.065
0.501,0.556,0.931,0.59,0.0,0.78,0.047,0.662,0.078
0.501,0.556,0.931,0.614,0.0,0.79,0.052,0.663,0.054
0.63,0.556,0.931,0.627,0.0,0.846,0.068,0.695,0.036
0.63,0.667,0.931,0.627,0.0,0.0,0.082,0.911,0.048
0.63,0.667,0.931,0.639,0.0,0.907,0.087,0.771,0.043
0.63,0.667,0.931,0.663,0.0,0.878,0.093,0.732,0.037
0.571,0.667,0.931,0.675,0.0,0.169,0.089,0.646,0.028
0.571,0.667,0.931,0.687,0.0,0.884,0.101,0.648,0.027
0.571,0.667,0.931,0.699,0.0,0.926,0.115,0.645,0.078
0.571,0.667,0.931,0.663,0.0,0.957,0.132,0.661,0.034
0.553,0.778,0.931,0.663,0.037,0.847,0.129,0.639,0.037
0.553,0.778,0.931,0.687,0.0,0.919,0.137,0.624,0.036
0.553,0.778,0.897,0.687,0.0,0.798,0.133,0.631,0.041
0.553,0.889,0.897,0.675,0.0,0.676,0.134,0.6,0.034
0.594,0.889,0.897,0.699,0.0,0.123,0.131,0.556,0.028
0.594,0.889,0.897,0.735,0.0,0.609,0.144,0.546,0.031
0.594,0.889,0.897,0.699,0.0,0.572,0.156,0.546,0.078
0.594,0.889,0.897,0.723,0.0,0.544,0.2,0.549,0.029
0.408,0.833,0.897,0.735,0.0,0.502,0.252,0.541,0.024
0.408,0.833,0.897,0.747,0.0,0.537,0.299,0.541,0.043
0.408,0.778,0.897,0.747,0.0,0.519,0.336,0.543,0.051
0.408,0.778,0.897,0.759,0.0,0.476,0.349,0.529,0.044
0.439,0.833,0.897,0.759,0.0,0.125,0.336,0.504,0.035
0.439,0.778,0.897,0.735,0.0,0.439,0.308,0.475,0.034
0.439,0.778,0.897,0.783,0.0,0.433,0.299,0.465,0.078
0.439,0.778,0.897,0.747,0.0,0.393,0.33,0.452,0.038
0.355,0.778,0.897,0.675,0.0,0.281,0.313,0.379,0.026
0.355,0.556,0.897,0.699,0.0,0.213,0.283,0.33,0.018
0.355,0.667,0.897,0.699,0.0,0.205,0.247,0.308,0.017
0.355,0.667,0.897,0.723,0.037,0.214,0.247,0.287,0.012
0.332,0.667,0.897,0.711,0.0,0.169,0.237,0.268,0.009
0.332,0.667,0.897,0.735,0.0,0.205,0.225,0.254,0.006
0.332,0.667,0.897,0.723,0.019,0.219,0.239,0.246,0.078
0.332,0.667,0.897,0.711,0.037,0.254,0.243,0.276,0.013
0.356,0.667,0.897,0.687,0.056,0.289,0.258,0.383,0.028
0.69,0.667,0.966,0.446,0.148,0.268,0.166,0.42,0.111
0.69,0.556,0.966,0.349,0.222,0.141,0.166,0.2,0.188
0.526,0.667,0.966,0.325,0.278,0.092,0.044,0.126,0.188
0.526,0.778,0.966,0.313,0.37,0.057,0.047,0.087,0.167
0.526,0.778,0.966,0.313,0.37,0.067,0.046,0.084,0.153
0.526,0.778,0.966,0.301,0.352,0.084,0.051,0.097,0.154
0.291,0.833,0.966,0.301,0.315,0.125,0.058,0.094,0.15
0.291,0.833,0.966,0.277,0.593,0.073,0.061,0.061,0.143
0.291,0.833,0.966,0.265,0.5,0.078,0.059,0.047,0.078
0.291,0.833,0.966,0.265,0.37,0.071,0.058,0.04,0.146
0.204,0.833,0.966,0.265,0.352,0.079,0.064,0.044,0.157
0.204,0.778,0.966,0.253,0.407,0.076,0.064,0.047,0.173
0.204,0.833,0.966,0.241,0.407,0.068,0.061,0.044,0.181
0.204,0.889,0.966,0.193,0.444,0.053,0.062,0.039,0.169
0.209,0.889,0.966,0.181,0.315,0.123,0.062,0.035,0.158
0.209,0.889,0.966,0.193,0.315,0.067,0.065,0.031,0.15
0.209,0.889,0.966,0.229,0.389,0.075,0.065,0.036,0.078
0.209,0.889,0.966,0.181,0.426,0.069,0.059,0.034,0.148
0.203,0.778,0.966,0.181,0.407,0.06,0.066,0.026,0.144
0.203,0.444,0.966,0.193,0.537,0.048,0.064,0.023,0.145
0.203,0.333,0.966,0.229,0.37,0.088,0.066,0.025,0.15
0.203,0.333,0.966,0.229,0.537,0.07,0.06,0.024,0.152
0.245,0.333,0.966,0.229,0.5,0.088,0.06,0.027,0.149
0.245,0.333,0.966,0.253,0.426,0.073,0.058,0.026,0.148
0.245,0.389,0.966,0.253,0.407,0.079,0.06,0.028,0.078
0.245,0.444,0.966,0.265,0.444,0.079,0.061,0.026,0.145
0.199,0.444,0.966,0.277,0.407,0.087,0.066,0.027,0.144
0.199,0.5,0.966,0.277,0.389,0.091,0.073,0.028,0.139
0.199,0.444,0.966,0.277,0.519,0.084,0.076,0.027,0.139
0.199,0.389,0.966,0.289,0.519,0.077,0.076,0.021,0.143
0.225,0.333,0.966,0.289,0.537,0.088,0.081,0.021,0.143
0.225,0.333,0.966,0.313,0.444,0.075,0.082,0.018,0.142
0.225,0.333,0.966,0.349,0.389,0.083,0.101,0.021,0.078
0.225,0.444,0.966,0.373,0.463,0.088,0.118,0.024,0.139
0.204,0.444,0.966,0.398,0.352,0.099,0.137,0.026,0.129
0.204,0.667,0.966,0.398,0.296,0.111,0.129,0.028,0.121
0.204,0.778,0.966,0.41,0.333,0.116,0.12,0.026,0.113
0.204,0.778,0.966,0.41,0.37,0.122,0.105,0.023,0.102
0.191,0.889,0.966,0.422,0.426,0.123,0.096,0.026,0.089
0.191,0.889,0.931,0.434,0.37,0.083,0.087,0.025,0.086
0.191,0.889,0.931,0.434,0.296,0.086,0.075,0.027,0.078
0.191,0.889,0.931,0.446,0.278,0.099,0.078,0.032,0.077
0.227,0.889,0.931,0.458,0.296,0.107,0.079,0.038,0.069
0.227,0.889,0.931,0.482,0.333,0.111,0.078,0.038,0.066
0.227,0.889,0.931,0.506,0.37,0.117,0.08,0.038,0.065
0.227,0.889,0.931,0.518,0.407,0.124,0.082,0.046,0.065
0.27,0.889,0.931,0.518,0.426,0.123,0.074,0.051,0.067
0.27,0.889,0.931,0.506,0.352,0.12,0.072,0.054,0.064
0.27,0.889,0.931,0.494,0.426,0.109,0.068,0.052,0.078
0.27,0.889,0.931,0.494,0.463,0.1,0.07,0.049,0.061
0.248,0.889,0.931,0.494,0.407,0.096,0.069,0.048,0.07
0.248,0.556,0.931,0.482,0.37,0.072,0.067,0.045,0.071
0.248,0.556,0.931,0.47,0.556,0.071,0.073,0.043,0.074
0.248,0.556,0.931,0.47,0.5,0.07,0.073,0.043,0.077
0.218,0.556,0.931,0.482,0.481,0.142,0.069,0.049,0.073
0.218,0.556,0.931,0.482,0.333,0.086,0.065,0.054,0.073
0.218,0.556,0.931,0.494,0.259,0.089,0.066,0.051,0.078
0.218,0.556,0.931,0.482,0.204,0.094,0.069,0.048,0.065
0.215,0.556,0.931,0.482,0.204,0.094,0.074,0.046,0.052
0.215,0.556,0.931,0.494,0.204,0.089,0.077,0.045,0.05
0.215,0.556,0.931,0.494,0.204,0.086,0.078,0.042,0.05
0.215,0.556,0.931,0.47,0.296,0.071,0.098,0.035,0.05
0.185,0.556,0.931,0.47,0.259,0.142,0.106,0.026,0.048
0.185,0.556,0.931,0.422,0.389,0.068,0.111,0.021,0.05
0.185,0.556,0.931,0.398,0.241,0.063,0.113,0.013,0.078
0.185,0.556,0.931,0.386,0.222,0.061,0.109,0.018,0.05
0.153,0.556,0.931,0.349,0.315,0.056,0.12,0.019,0.046
0.153,0.722,0.931,0.349,0.389,0.063,0.139,0.018,0.044
0.153,0.778,0.931,0.41,0.407,0.076,0.152,0.016,0.041
0.153,0.889,0.931,0.446,0.333,0.081,0.148,0.018,0.041
0.158,0.889,0.931,0.47,0.426,0.123,0.151,0.016,0.041
0.158,0.889,0.931,0.482,0.519,0.076,0.149,0.018,0.038
0.158,0.889,0.931,0.494,0.556,0.077,0.149,0.017,0.078
0.158,0.889,0.931,0.53,0.481,0.078,0.139,0.016,0.043
0.174,0.889,0.931,0.53,0.426,0.078,0.133,0.017,0.055
0.174,0.889,0.931,0.542,0.241,0.079,0.127,0.018,0.055
0.174,0.889,0.931,0.542,0.185,0.08,0.117,0.016,0.05
0.174,0.889,0.931,0.554,0.222,0.083,0.111,0.018,0.048
0.165,0.889,0.931,0.566,0.259,0.123,0.109,0.022,0.047
0.165,0.889,0.931,0.566,0.296,0.08,0.102,0.021,0.048
0.165,0.889,0.931,0.554,0.296,0.079,0.11,0.021,0.078
0.165,0.889,0.931,0.578,0.185,0.081,0.11,0.019,0.045
0.162,0.889,0.931,0.602,0.167,0.085,0.104,0.017,0.037
0.162,0.611,0.931,0.614,0.241,0.072,0.099,0.018,0.033
0.162,0.556,0.931,0.59,0.315,0.071,0.093,0.022,0.034
0.162,0.667,0.931,0.578,0.333,0.071,0.098,0.021,0.035
0.182,0.667,0.931,0.59,0.352,0.169,0.097,0.021,0.034
0.182,0.556,0.931,0.614,0.204,0.085,0.095,0.023,0.034
0.182,0.556,0.931,0.602,0.333,0.089,0.097,0.026,0.078
0.182,0.556,0.931,0.614,0.278,0.092,0.095,0.027,0.034
0.186,0.556,0.931,0.602,0.315,0.096,0.087,0.031,0.034
0.211,0.556,0.931,0.578,0.407,0.11,0.166,0.039,0.047
0.211,0.556,0.966,0.518,0.315,0.102,0.166,0.039,0.058
0.227,0.5,0.966,0.506,0.389,0.1,0.072,0.038,0.059
0.227,0.611,0.966,0.482,0.481,0.101,0.093,0.038,0.069
0.227,0.667,0.966,0.47,0.556,0.103,0.112,0.035,0.071
0.227,0.778,0.966,0.446,0.5,0.11,0.132,0.034,0.072
0.24,0.778,0.966,0.446,0.481,0.122,0.138,0.034,0.078
0.24,0.833,0.966,0.434,0.5,0.095,0.145,0.033,0.083
0.24,0.889,0.966,0.41,0.426,0.095,0.14,0.032,0.078
0.24,0.889,0.966,0.386,0.463,0.087,0.132,0.032,0.099
0.241,0.833,0.966,0.373,0.63,0.076,0.12,0.031,0.128
0.241,0.833,0.966,0.349,0.611,0.07,0.125,0.02,0.119
0.241,0.833,0.966,0.337,0.519,0.07,0.124,0.02,0.117
0.241,0.833,0.966,0.313,0.574,0.065,0.119,0.02,0.117
0.349,0.833,0.966,0.301,0.685,0.125,0.116,0.017,0.12
0.349,0.833,0.966,0.289,0.63,0.064,0.111,0.018,0.119
0.349,0.833,0.966,0.289,0.63,0.062,0.116,0.017,0.078
0.349,0.889,0.966,0.277,0.611,0.065,0.114,0.024,0.113
0.316,0.833,0.966,0.289,0.685,0.065,0.113,0.027,0.118
0.316,0.556,0.966,0.277,0.648,0.047,0.114,0.021,0.117
0.316,0.222,0.966,0.277,0.722,0.073,0.113,0.02,0.114
0.316,0.222,0.966,0.265,0.648,0.059,0.112,0.02,0.115
0.279,0.278,0.966,0.265,0.667,0.086,0.11,0.02,0.111
0.279,0.333,0.966,0.277,0.593,0.067,0.107,0.016,0.111
0.279,0.278,0.966,0.277,0.5,0.069,0.101,0.015,0.078
0.279,0.333,0.966,0.289,0.704,0.069,0.11,0.019,0.109
0.228,0.333,0.966,0.265,0.704,0.06,0.112,0.015,0.105
0.228,0.333,0.966,0.265,0.63,0.059,0.117,0.014,0.1
0.228,0.333,0.966,0.277,0.648,0.069,0.119,0.016,0.103
0.228,0.333,0.966,0.277,0.537,0.069,0.124,0.018,0.102
0.223,0.333,0.966,0.265,0.722,0.088,0.135,0.011,0.099
0.223,0.444,0.966,0.277,0.63,0.072,0.143,0.01,0.096
0.223,0.444,0.966,0.265,0.593,0.067,0.149,0.012,0.078
0.223,0.222,0.966,0.301,0.611,0.044,0.152,0.012,0.093
0.167,0.222,0.966,0.325,0.593,0.045,0.14,0.017,0.091
0.167,0.444,0.966,0.361,0.519,0.069,0.13,0.014,0.091
0.167,0.667,0.966,0.373,0.593,0.086,0.134,0.017,0.086
0.167,0.778,0.966,0.398,0.352,0.122,0.128,0.021,0.085
0.181,0.778,0.966,0.41,0.481,0.122,0.13,0.023,0.086
0.181,0.833,0.931,0.434,0.407,0.078,0.135,0.017,0.081
0.181,0.889,0.931,0.446,0.333,0.086,0.127,0.023,0.078
0.181,0.889,0.931,0.47,0.37,0.089,0.121,0.031,0.069
0.204,0.889,0.931,0.482,0.444,0.028,0.121,0.026,0.063
0.204,0.889,0.931,0.494,0.463,0.031,0.123,0.027,0.06
0.204,0.889,0.931,0.506,0.407,0.036,0.128,0.026,0.058
0.204,0.889,0.931,0.518,0.481,0.039,0.133,0.029,0.053
0.22,0.889,0.931,0.53,0.481,0.123,0.135,0.031,0.055
0.22,0.889,0.931,0.542,0.537,0.089,0.135,0.029,0.054
0.22,0.889,0.931,0.554,0.63,0.096,0.148,0.022,0.078
0.22,0.889,0.931,0.566,0.593,0.1,0.148,0.022,0.058
0.225,0.889,0.931,0.578,0.667,0.096,0.153,0.023,0.063
0.225,0.667,0.931,0.578,0.463,0.088,0.15,0.022,0.063
0.225,0.222,0.931,0.602,0.63,0.073,0.138,0.025,0.067
0.225,0.333,0.931,0.602,0.63,0.1,0.131,0.024,0.071
0.243,0.333,0.931,0.602,0.426,0.088,0.121,0.021,0.071
0.243,0.333,0.931,0.602,0.444,0.102,0.107,0.021,0.07
0.243,0.333,0.931,0.59,0.389,0.1,0.1,0.018,0.078
